id,name
1208,"Akbolto Prime"
1209,"Akstiletto Prime"
1215,"Hystrix"
1211,"Lex Prime"
1213,"Sicarus Prime"
1216,"Pyrana"
1217,"Aksomati"
1214,"Vasto Prime"
1212,"Pyrana Prime"
1219,"Akstiletto"
1220,"Akjagara"
1222,"Zakti"
1218,"Azima"
1221,"Pandero"
1226,"Burston"
1223,"Knell"
1224,"Boltor"
1227,"Gorgon"
1225,"Braton Prime"
1229,"Braton"
1230,"Latron"
1231,"Snipetron"
1232,"MK1-Braton"
1228,"Latron Prime"
1234,"Vectis"
1233,"Soma"
1238,"Boar"
1235,"Braton Vandal"
1236,"Snipetron Vandal"
1237,"Sobek"
1240,"Hek"
1239,"Boar Prime"
1243,"Fusilai"
1244,"Spira"
1242,"Strun Wraith"
1241,"Strun"
1247,"Castanas"
1248,"Talons"
1245,"Spira Prime"
1246,"Hikou Prime"
1249,"Kunai"
1250,"Despair"
1251,"Hikou"
1252,"Prisma Grakata"
1254,"Mara Detron"
1255,"Hydroid"
1253,"Prisma Skana"
1257,"Oberon"
1256,"Mirage"
1259,"Mesa"
1261,"Loki"
1260,"Ash"
1258,"Excalibur"
1262,"Banshee"
1263,"Archwing"
1266,"Zephyr"
1264,"Saryn"
1265,"DARK EXCALIBUR PRIME"
1267,"Vauban"
1269,"Valkyr"
1272,"Mag"
1268,"Trinity"
1271,"Limbo"
1270,"Nekros"
1273,"Rhino"
1274,"Nova"
1275,"Volt"
1277,"Ember"
1276,"Frost"
1278,"Nyx"
1279,"WARFRAME"
1292,"Unfused Artifact"
1299,"Unfused Artifact"
1302,"Unfused Artifact"
1305,"Pistol Gambit"
1311,"Transmute Core"
1307,"Unfused Artifact"
1312,"Unfused Artifact"
1317,"Unfused Artifact"
1323,"Melee"
1322,"Sword And Shield"
1320,"Hammers"
1321,"Tonfas"
1325,"Pistol"
1328,"Pistol"
1326,"Hek"
1327,"Heavy Blade"
1329,"Bo"
1324,"Rapiers"
1332,"Staves"
1334,"Blade And Whip"
1330,"Pistol"
1333,"Machetes"
1331,"Whips"
1337,"Dark Dagger"
1338,"Polearms"
1336,"Swords"
1335,"Dual Daggers"
1342,"Archgun"
1341,"Pistol"
1340,"Shotgun"
1343,"Assault Rifle"
1339,"Gunblade"
1344,"Pistol"
1350,"Sniper"
1346,"Dual Swords"
1345,"Scythes"
1348,"Nikanas"
1347,"Heavy Blade"
1351,"Pistol"
1349,"Daggers"
1352,"Fists"
1353,"Vectis"
1354,"Nunchaku"
1359,"Melee"
1357,"Sparring"
1361,"Archmelee"
1362,"Unique"
1363,"Claws"
1355,"Bow"
1356,"Glaives"
1358,"Bow"
1364,"Kraken"
1367,"Rifle"
1365,"Thrown"
1373,"Pistol"
1368,"ANY"
1366,"Thrown Melee"
1371,"Bow"
1369,"Melee"
1370,"PRIMARY"
1372,"Pistol"
1374,"Melee"
1382,"Conductor"
1379,"Garuda"
1383,"Mending Splinters"
1384,"Accumulating Whipclaw"
1380,"Chroma"
1381,"Revenant"
1385,"Enveloping Cloud"
1386,"Fetch"
1387,"Ambush"
1388,"Energy Generator"
1389,"Scan Aquatic Lifeforms"
1390,"Scan Matter"
1391,"Assault Mode"
1392,"Power Donation"
1393,"Air Time"
1378,"Revenant"
1395,"Mag Locks"
1394,"Trail Blazer"
1397,"Kinetic Friction"
1396,"Rail Guards"
1377,"Garuda"
1398,"Venerdo Hoverdrive"
1400,"Slay Board"
1399,"Inertia Dampeners"
1401,"Sonic Boost"
1403,"Nitro Boost"
1404,"Thrash Landing"
1402,"Extreme Velocity"
1376,"Chroma Prime"
1405,"Primed Expel Corpus"
1407,"Primed Expel Grineer"
1408,"Primed Expel Infested"
1409,"Primed Quickdraw"
1406,"Primed Expel Orokin"
1410,"Sharpshooter"
1411,"Cautious Shot"
1414,"Frost Jaw"
1412,"Shock Collar"
1413,"Flame Gland"
1415,"Venom Teeth"
1416,"Mecha Overdrive"
1420,"Synth Charge"
1421,"Synth Deconstruct"
1417,"Mecha Recharge"
1418,"Mecha Empowered"
1419,"Mecha Pulse"
1424,"Tek Assault"
1422,"Synth Fiber"
1423,"Synth Reflex"
1425,"Tek Enhance"
1427,"Tek Collateral"
1426,"Tek Gravity"
1428,"Primed Charged Shell"
1431,"Adaptation"
1429,"Vigorous Swap"
1430,"Rolling Guard"
1433,"Kreska"
1437,"Pupacyst"
1436,"Prisma Twin Gremlins"
1434,"Falcor"
1432,"Battacor"
1440,"Phantasma"
1439,"Nagantaka"
1435,"Ocucor"
1438,"Paracesis"
1441,"Rubico Prime"
1445,"Resolute Focus"
1447,"Hypothermic Shell"
1446,"Deadly Efficiency"
1448,"Charged Bullets"
1450,"Archgun Ace"
1449,"Contamination Casing"
1452,"Sabot Rounds"
1451,"Critical Focus"
1453,"Marked Target"
1454,"Strain Eruption"
1443,"Zylok"
1442,"Gram Prime"
1455,"Strain Fever"
1456,"Strain Infection"
1444,"Akvasto Prime"
1457,"Strain Consume"
1467,"Baruuk"
1464,"Galvacord"
1466,"Cobra & Crane"
1465,"Plinx"
1463,"Exergis"
1462,"Baruuk"
2159,"Arcane Ice"
2157,"Arcane Avenger"
2158,"Arcane Resistance"
2156,"Arcane Guardian"
2160,"Arcane Warmth"
2161,"Arcane Aegis"
2163,"Arcane Barrier"
2162,"Arcane Grace"
2165,"Arcane Healing"
2164,"Arcane Nullifier"
2166,"Arcane Deflection"
2167,"Arcane Agility"
2168,"Arcane Phantasm"
2169,"Exodia Brave"
2171,"Pax Soar"
2170,"Exodia Valor"
2172,"Exodia Might"
2173,"Arcane Ultimatum"
2174,"Arcane Fury"
2175,"Arcane Precision"
2176,"Arcane Velocity"
2177,"Arcane Tempo"
2178,"Arcane Momentum"
2179,"Exodia Hunt"
2181,"Arcane Trickery"
2180,"Arcane Victory"
2184,"Exodia Contagion"
2183,"Arcane Acceleration"
2187,"Pax Seeker"
2185,"Exodia Epidemic"
2182,"Arcane Rage"
2186,"Arcane Strike"
2189,"Exodia Force"
2188,"Exodia Triumph"
2190,"Virtuos Tempo"
2191,"Virtuos Shadow"
2192,"Virtuos Strike"
2193,"Virtuos Fury"
2195,"Virtuos Ghost"
2194,"Virtuos Null"
2197,"Magus Elevate"
2199,"Magus Replenish"
2196,"Magus Husk"
2198,"Magus Nourish"
2200,"Magus Vigor"
2202,"Magus Cadence"
2201,"Magus Cloud"
2204,"Pax Bolt"
2203,"Pax Charge"
2208,"Arcane Awakening"
2207,"Arcane Energize"
2205,"Arcane Consequence"
2206,"Arcane Arachne"
2209,"Arcane Pulse"
2210,"Arcane Eruption"
2212,"Arcane"
2213,"Arcane"
2214,"Arcane"
2217,"Arcane"
2215,"Arcane"
2221,"Arcane"
2222,"Cryotra"
2225,"Vulcax"
2223,"Multron"
2228,"Sahasa Kubrow"
2227,"Adarza Kavat"
2230,"Huras Kubrow"
2224,"Tazicor"
2229,"Helminth Charger"
2226,"Smeeta Kavat"
2231,"Raksa Kubrow"
2232,"Sunika Kubrow"
2233,"Chesa Kubrow"
2238,"Helios"
2235,"Carrier"
2236,"Dethcube"
2237,"Djinn"
2239,"Carrier Prime"
2234,"Diriga"
2242,"Prisma Shade"
2240,"Helios Prime"
2243,"Oxylus"
2244,"Shade"
2241,"Wyrm Prime"
2246,"Wyrm"
2245,"Taxon"
2247,"Deconstructor Prime"
2248,"Burst Laser"
2251,"Laser Rifle"
2250,"Artax"
2249,"Deth Machine Rifle"
2252,"Prime Laser Rifle"
2254,"Prisma Burst Laser"
2253,"Sweeper Prime"
2255,"Stinger"
2256,"Vulklok"
2259,"Kubrow"
2257,"Deconstructor"
2258,"Sweeper"
2260,"Helminth"
2261,"Oxylus"
2262,"Kavat"
2264,"Wyrm"
2265,"Carrier"
2266,"BEAST"
2267,"Kubrow"
2271,"Amp"
2268,"ROBOTIC"
2269,"K-Drive"
2270,"Sentinel"
2273,"Diwata"
2272,"Desert Wind"
2280,"Virtuos Surge"
2281,"Virtuos Forge"
2274,"COMPANION"
2282,"Virtuos Spike"
2283,"Virtuos Trojan"
2275,"WARFRAME"
2276,"Artemis Bow"
2284,"Magus Firewall"
2285,"Magus Repair"
2286,"Magus Melt"
2287,"Magus Accelerant"
2288,"Magus Drive"
2290,"Magus Destruct"
2289,"Magus Glitch"
2292,"Magus Revert"
2291,"Magus Anomaly"
2293,"Magus Overload"
2294,"Magus Lockdown"
2296,"Spectrosiphon"
2295,"Molecular Fission"
2297,"Venari Bodyguard"
2298,"Desiccation's Curse"
2299,"Security Override"
2302,"Stasis Field"
2301,"Shockwave Actuators"
2300,"Anti-Grav Grenade"
2304,"Tractor Beam"
2303,"Whiplash Mine"
2377,"Cryo Coating"
2378,"Ion Infusion"
2379,"Infectious Injection"
2380,"Ammo Chain"
2381,"Quick Reload"
2384,"Amalgam Serration"
2383,"Amalgam Barrel Diffusion"
2382,"Amalgam Organ Shatter"
2385,"Amalgam Shotgun Barrage"
2391,"Larkspur"
2396,"Hildryn"
2390,"Prisma Grinlok"
2395,"Two-Handed Nikana"
2389,"Opticor Vandal"
2393,"Tatsu"
2394,"Akjagara Prime"
2392,"Redeemer Prime"
2388,"Hildryn"
2387,"Mesa Prime"
2397,"Moa"
2401,"Exalted Prime Blade"
2400,"Valkyr Talons"
2399,"Regulators"
2405,"Regulators Prime"
2398,"Exalted Umbra Blade"
2406,"Exalted Blade"
2403,"Garuda Talons"
2402,"Dex Pixia"
2404,"Valkyr Prime Talons"
2407,"Iron Staff"
2410,"Regulators"
2411,"Exalted Umbra Blade"
2409,"Venari"
2408,"Balefire Charger"
2457,"Wild Frenzy"
2459,"Napalm Grenades"
2458,"Bursting Mass"
2460,"Wise Razor"
2469,"Pilfering Strangledome"
2468,"Teeming Virulence"
2467,"Dread Ward"
2470,"Blinding Reave"
2465,"Equinox"
2466,"Korrudo"
2464,"Tipedo Prime"
2463,"Stradavar Prime"
2462,"Equinox Prime"
2471,"Wolf Sledge"
2505,"Anti-Grav Array"
2506,"Odomedic"
2507,"Amalgam Furax Body Count"
2508,"Amalgam Ripkas True Steel"
2509,"Amalgam Argonak Metal Auger"
2510,"Amalgam Daikyu Target Acquired"
2511,"Amalgam Javlok Magazine Warp"
2512,"Primed Pack Leader"
2513,"Primed Animal Instinct"
2514,"Aero Vantage"
2515,"Aero Agility"
2516,"Aero Periphery"
2519,"Motus Impact"
2518,"Motus Setup"
2517,"Motus Signal"
2520,"Proton Pulse"
2521,"Proton Jet"
2522,"Proton Snap"
2524,"Gale Kick"
2523,"Kavat's Grace"
2528,"Spectra Vandal"
2527,"Komorex"
2529,"Cyanex"
2526,"Glaxion Vandal"
2525,"Wisp"
2532,"Wisp"
2531,"Kogake"
2530,"Fulmin"
2537,"Oloro Moa"
2538,"Para Moa"
2536,"Lambeo Moa"
2550,"Mewan"
2546,"Dehtat"
2547,"Cyath"
2551,"Ooltha"
2549,"Kronsh"
2553,"Sepfahn"
2554,"Rabvee"
2552,"Dokrahm"
2548,"Balla"
2555,"Plague Kripath"
2562,"Catchmoon"
2556,"Plague Keewar"
2564,"Rattleguts"
2565,"Gaze"
2563,"Tombfinger"
2569,"Wukong"
2623,"Repair Kit"
2676,"Exposing Harpoon"
2677,"Meticulous Aim"
2678,"Efficient Beams"
2684,"Iron Staff"
2683,"Quatz"
2681,"Zhuge Prime"
2682,"Ninkondi Prime"
2680,"Iron Staff Prime"
2679,"Wukong Prime"
2709,"Cold Arrival"
2712,"Perfect Balance"
2711,"Quick Escape"
2710,"Poppin' Vert"
2713,"Mad Stack"
2714,"Pop Top"
2722,"Arcane Tanker"
2721,"Arcane Pistoleer"
2723,"Arcane Bodyguard"
2724,"Arcane Blade Charger"
2719,"Speargun"
2725,"Arcane Primary Charger"
2726,"Melee Guidance"
2716,"Gauss"
2720,"Gauss"
2727,"Combat Discipline"
2718,"Akarius"
2728,"Shepherd"
2717,"Acceltra"
2730,"Swift Momentum"
2729,"Aerodynamic"
2731,"Pathocyst"
2798,"Transfusion"
2799,"Draining Bite"
2797,"Dethcube"
2796,"Atlas"
2795,"Tekko Prime"
2794,"Deth Machine Rifle Prime"
2793,"Dethcube Prime"
2792,"Atlas Prime"
2817,"Out of Sight"
2816,"Blood For Ammo"
2820,"Hit And Run"
2819,"Blood For Life"
2818,"Blood For Energy"
2821,"Auto Breach"
2823,"Failsafe"
2822,"Live Wire"
2824,"Untraceable"
2825,"Master Key"
2826,"Runtime"
2827,"Khra"
2829,"Vome"
2828,"Ris"
2830,"Lohk"
2831,"Netra"
2833,"Jahu"
2832,"Fass"
2835,"Split Flights"
2834,"Xata"
2839,"DEFILED REQUIEM MODS"
2841,"Vasca Kavat"
2840,"Grendel"
2842,"Kuva Ayanga"
2843,"Kuva Drakgoon"
2847,"Kuva Quartakk"
2844,"Kuva Karak"
2845,"Kuva Kohm"
2846,"Kuva Ogris"
2848,"Kuva Tonkor"
2849,"Kuva Brakk"
2855,"Kavat"
2850,"Kuva Kraken"
2851,"Kuva Seer"
2857,"Kavat"
2852,"Kuva Chakkhurr"
2856,"Grendel"
2854,"Masseter"
2858,"Parazon"
2853,"Kuva Shildeg"
2859,"Kuva Twin Stubbas"
2882,"Primed Smite Corpus"
2883,"Primed Smite Grineer"
2884,"Primed Smite Infested"
2881,"Artemis Bow"
2880,"Ivara"
2889,"Nova Neuroptics"
2891,"Alloy Plate"
2892,"Neural Sensors"
2890,"Nova Neuroptics"
2888,"Nova"
2886,"Quellor"
2894,"Nano Spores"
2887,"Pennant"
2885,"Shedu"
2895,"Salvage"
2898,"Nova Chassis"
2896,"Polymer Bundle"
2897,"Rubedo"
2893,"Neural Sensors"
2902,"Ferrite"
2899,"Nova Chassis"
2900,"Morphics"
2901,"Morphics"
2903,"Nova Systems"
2908,"Orokin Cell"
2907,"Plastids"
2904,"Nova Systems"
2905,"Control Module"
2911,"Nova Prime Neuroptics"
2906,"Control Module"
2913,"Nova Prime Chassis"
2909,"Orokin Cell"
2912,"Nova Prime Neuroptics"
2916,"Nova Prime Systems"
2915,"Circuits"
2917,"Nova Prime Systems"
2914,"Nova Prime Chassis"
2921,"Detonite Injector"
2919,"Elytron Harness"
2910,"Nova Prime"
2923,"Detonite Ampule"
2920,"Elytron Harness"
2922,"Detonite Injector"
2918,"<ARCHWING> Elytron"
2924,"Tellurium"
2925,"Elytron Systems"
2928,"Mutagen Mass"
2927,"Cryotic"
2926,"Elytron Systems"
2930,"Mutagen Sample"
2931,"Elytron Wings"
2933,"Fieldron"
2932,"Elytron Wings"
2929,"Mutagen Mass"
2934,"Fieldron"
2935,"Fieldron Sample"
2936,"Gallium"
2939,"Odonata Prime Harness"
2941,"Odonata Prime Systems"
2937,"Gallium"
2940,"Odonata Prime Harness"
2938,"<ARCHWING> Odonata Prime"
2943,"Odonata Prime Wings"
2945,"Neurodes"
2942,"Odonata Prime Systems"
2948,"Odonata Harness"
2946,"Neurodes"
2944,"Odonata Prime Wings"
2952,"Odonata Wings"
2949,"Odonata Harness"
2950,"Odonata Systems"
2953,"Odonata Wings"
2951,"Odonata Systems"
2947,"<ARCHWING> Odonata"
2957,"Oxium"
2955,"Itzal Harness"
2960,"Itzal Wings"
2958,"Itzal Systems"
2956,"Itzal Harness"
2959,"Itzal Systems"
2954,"<ARCHWING> Itzal"
2963,"Amesha Harness"
2961,"Itzal Wings"
2965,"Nitain Extract"
2966,"Amesha Systems"
2964,"Amesha Harness"
2968,"Amesha Wings"
2967,"Amesha Systems"
2971,"Banshee Neuroptics"
2969,"Amesha Wings"
2962,"<ARCHWING> Amesha"
2973,"Banshee Chassis"
2972,"Banshee Neuroptics"
2975,"Banshee Systems"
2974,"Banshee Chassis"
2976,"Banshee Systems"
2970,"Banshee"
2980,"Banshee Prime Chassis"
2978,"Banshee Prime Neuroptics"
2984,"Argon Crystal"
2981,"Banshee Prime Chassis"
2986,"Octavia Neuroptics"
2983,"Banshee Prime Systems"
2982,"Banshee Prime Systems"
2979,"Banshee Prime Neuroptics"
2988,"Octavia Chassis"
2977,"Banshee Prime"
2987,"Octavia Neuroptics"
2993,"Mandachord"
2990,"Octavia Systems"
2992,"Kuva"
2985,"Octavia"
2991,"Octavia Systems"
2996,"Mandachord Fret"
2989,"Octavia Chassis"
2995,"Mandachord Body"
2994,"Mandachord"
2997,"Mandachord Bridge"
2999,"Valkyr Neuroptics"
3001,"Valkyr Chassis"
3000,"Valkyr Neuroptics"
3003,"Valkyr Systems"
3006,"Valkyr Prime Neuroptics"
3002,"Valkyr Chassis"
2998,"Valkyr"
3004,"Valkyr Systems"
3007,"Valkyr Prime Neuroptics"
3008,"Valkyr Prime Chassis"
3005,"Valkyr Prime"
3010,"Valkyr Prime Systems"
3009,"Valkyr Prime Chassis"
3011,"Valkyr Prime Systems"
3015,"Atlas Prime Chassis"
3013,"Atlas Prime Neuroptics"
3014,"Atlas Prime Neuroptics"
3017,"Atlas Prime Systems"
3016,"Atlas Prime Chassis"
3018,"Atlas Prime Systems"
3012,"Atlas Prime"
3022,"Atlas Chassis"
3020,"Atlas Neuroptics"
3024,"Atlas Systems"
3023,"Atlas Chassis"
3021,"Atlas Neuroptics"
3019,"Atlas"
3027,"Mesa Neuroptics"
3025,"Atlas Systems"
3029,"Mesa Chassis"
3031,"Mesa Systems"
3028,"Mesa Neuroptics"
3026,"Mesa"
3030,"Mesa Chassis"
3032,"Mesa Systems"
3034,"Mesa Prime Neuroptics"
3035,"Mesa Prime Neuroptics"
3036,"Mesa Prime Chassis"
3037,"Mesa Prime Chassis"
3038,"Mesa Prime Systems"
3041,"Grendel Chassis"
3039,"Mesa Prime Systems"
3033,"Mesa Prime"
3045,"Tralok Eyes"
3044,"Condroc Wing"
3043,"Kuaka Spinal Claw"
3046,"Murkray Liver"
3047,"Grendel Neuroptics"
3042,"Grendel Chassis"
3040,"Grendel"
3049,"Grendel Systems"
3048,"Grendel Neuroptics"
3052,"Fish Oil"
3051,"Fish Meat"
3050,"Grendel Systems"
3054,"Chroma Prime Neuroptics"
3056,"Chroma Prime Chassis"
3055,"Chroma Prime Neuroptics"
3057,"Chroma Prime Chassis"
3058,"Chroma Prime Systems"
3053,"Chroma Prime"
3061,"Chroma Neuroptics"
3063,"Ember Neuroptics"
3059,"Chroma Prime Systems"
3065,"Chroma Chassis"
3062,"Chroma Neuroptics"
3060,"Chroma"
3067,"Frost Chassis"
3064,"Ember Neuroptics"
3066,"Chroma Chassis"
3069,"Chroma Systems"
3068,"Frost Chassis"
3070,"Chroma Systems"
3073,"Volt Neuroptics"
3071,"Saryn Systems"
3076,"Volt Chassis"
3074,"Volt Neuroptics"
3072,"Saryn Systems"
3078,"Volt Systems"
3077,"Volt Chassis"
3081,"Ember Chassis"
3079,"Volt Systems"
3075,"Volt"
3083,"Ember Systems"
3082,"Ember Chassis"
3084,"Ember Systems"
3086,"Ember Prime Neuroptics"
3080,"Ember"
3088,"Ember Prime Chassis"
3090,"Ember Prime Systems"
3087,"Ember Prime Neuroptics"
3091,"Ember Prime Systems"
3095,"Excalibur Neuroptics"
3089,"Ember Prime Chassis"
3093,"Excalibur Chassis"
3085,"Ember Prime"
3094,"Excalibur Chassis"
3097,"Excalibur Systems"
3096,"Excalibur Neuroptics"
3098,"Excalibur Systems"
3101,"Titania Chassis"
3103,"Titania Neuroptics"
3092,"Excalibur"
3104,"Titania Neuroptics"
3105,"Titania Systems"
3102,"Titania Chassis"
3108,"Frost Neuroptics"
3100,"Titania"
3106,"Titania Systems"
3110,"Frost Systems"
3109,"Frost Neuroptics"
3107,"Frost"
3113,"Frost Prime Neuroptics"
3099,"Excalibur Umbra"
3111,"Frost Systems"
3114,"Frost Prime Neuroptics"
3115,"Frost Prime Chassis"
3116,"Frost Prime Chassis"
3117,"Frost Prime Systems"
3112,"Frost Prime"
3118,"Frost Prime Systems"
3122,"Vega Toroid"
3121,"Garuda Neuroptics"
3120,"Garuda Neuroptics"
3123,"Star Amarast"
3124,"Star Amarast"
3125,"Amarast"
3126,"Axidrol Alloy"
3119,"Garuda"
3128,"Axidite"
3129,"Garuda Chassis"
3131,"Calda Toroid"
3132,"Radiant Zodian"
3127,"Axidrol Alloy"
3130,"Garuda Chassis"
3135,"Travocyte Alloy"
3134,"Zodian"
3133,"Radiant Zodian"
3136,"Travocyte Alloy"
3137,"Travoride"
3138,"Garuda Systems"
3140,"Sola Toroid"
3141,"Marquise Thyst"
3139,"Garuda Systems"
3143,"Thyst"
3144,"Venerdo Alloy"
3142,"Marquise Thyst"
3146,"Venerol"
3145,"Venerdo Alloy"
3148,"Gara Neuroptics"
3150,"Grokdrul"
3149,"Gara Neuroptics"
3153,"Pyrol"
3151,"Pyrotic Alloy"
3154,"Gara Chassis"
3147,"Gara"
3157,"Coprite Alloy"
3156,"Cetus Wisp"
3152,"Pyrotic Alloy"
3155,"Gara Chassis"
3158,"Coprite Alloy"
3160,"Iradite"
3159,"Coprun"
3161,"Gara Systems"
3163,"Charc Electroplax"
3164,"Esher Devar"
3166,"Devar"
3162,"Gara Systems"
3165,"Esher Devar"
3170,"Mirage Chassis"
3168,"Mirage Neuroptics"
3169,"Mirage Neuroptics"
3172,"Mirage Systems"
3171,"Mirage Chassis"
3175,"Mirage Prime Chassis"
3167,"Mirage"
3173,"Mirage Systems"
3177,"Mirage Prime Neuroptics"
3179,"Mirage Prime Systems"
3178,"Mirage Prime Neuroptics"
3176,"Mirage Prime Chassis"
3182,"Nidus Neuroptics"
3180,"Mirage Prime Systems"
3183,"Nidus Neuroptics"
3184,"Nidus Chassis"
3186,"Nidus Systems"
3174,"Mirage Prime"
3185,"Nidus Chassis"
3189,"Hildryn Chassis"
3187,"Nidus Systems"
3191,"Lazulite Toroid"
3181,"Nidus"
3192,"Thermal Sludge"
3190,"Hildryn Chassis"
3193,"Hildryn Neuroptics"
3196,"Hildryn Systems"
3195,"Mytocardia Spore"
3188,"Hildryn"
3194,"Hildryn Neuroptics"
3198,"Gorgaricus Spore"
3197,"Hildryn Systems"
3200,"Nyx Neuroptics"
3204,"Nyx Systems"
3202,"Nyx Chassis"
3207,"Nyx Prime Neuroptics"
3201,"Nyx Neuroptics"
3199,"Nyx"
3203,"Nyx Chassis"
3205,"Nyx Systems"
3211,"Nyx Prime Systems"
3209,"Nyx Prime Chassis"
3208,"Nyx Prime Neuroptics"
3210,"Nyx Prime Chassis"
3214,"Khora Neuroptics"
3216,"Kavat Genetic Code"
3206,"Nyx Prime"
3212,"Nyx Prime Systems"
3215,"Khora Neuroptics"
3219,"Khora Systems"
3217,"Khora Chassis"
3222,"Loki Chassis"
3218,"Khora Chassis"
3220,"Khora Systems"
3213,"Khora"
3223,"Loki Chassis"
3226,"Loki Systems"
3224,"Loki Neuroptics"
3221,"Loki"
3225,"Loki Neuroptics"
3227,"Loki Systems"
3229,"Loki Prime Neuroptics"
3231,"Loki Prime Chassis"
3230,"Loki Prime Neuroptics"
3228,"Loki Prime"
3233,"Loki Prime Systems"
3236,"Mag Neuroptics"
3234,"Loki Prime Systems"
3238,"Mag Chassis"
3232,"Loki Prime Chassis"
3237,"Mag Neuroptics"
3240,"Mag Systems"
3235,"Mag"
3239,"Mag Chassis"
3243,"Mag Prime Neuroptics"
3245,"Mag Prime Chassis"
3241,"Mag Systems"
3244,"Mag Prime Neuroptics"
3247,"Mag Prime Systems"
3246,"Mag Prime Chassis"
3250,"Limbo Prime Neuroptics"
3248,"Mag Prime Systems"
3252,"Limbo Prime Chassis"
3251,"Limbo Prime Neuroptics"
3254,"Limbo Prime Systems"
3242,"Mag Prime"
3255,"Limbo Prime Systems"
3253,"Limbo Prime Chassis"
3257,"Limbo Chassis"
3258,"Limbo Chassis"
3249,"Limbo Prime"
3259,"Limbo Neuroptics"
3261,"Limbo Systems"
3256,"Limbo"
3260,"Limbo Neuroptics"
3264,"Wukong Neuroptics"
3262,"Limbo Systems"
3265,"Wukong Neuroptics"
3266,"Wukong Chassis"
3268,"Wukong Systems"
3267,"Wukong Chassis"
3271,"Wukong Prime Neuroptics"
3263,"Wukong"
3269,"Wukong Systems"
3272,"Wukong Prime Neuroptics"
3273,"Wukong Prime Chassis"
3275,"Wukong Prime Systems"
3278,"Nekros Neuroptics"
3274,"Wukong Prime Chassis"
3270,"Wukong Prime"
3276,"Wukong Prime Systems"
3280,"Nekros Chassis"
3282,"Nekros Systems"
3281,"Nekros Chassis"
3279,"Nekros Neuroptics"
3277,"Nekros"
3283,"Nekros Systems"
3285,"Nekros Prime Neuroptics"
3287,"Nekros Prime Chassis"
3286,"Nekros Prime Neuroptics"
3289,"Nekros Prime Systems"
3288,"Nekros Prime Chassis"
3292,"Nezha Neuroptics"
3294,"Nezha Chassis"
3290,"Nekros Prime Systems"
3296,"Nezha Systems"
3293,"Nezha Neuroptics"
3295,"Nezha Chassis"
3291,"Nezha"
3284,"Nekros Prime"
3297,"Nezha Systems"
3299,"Ash Prime Neuroptics"
3300,"Ash Prime Neuroptics"
3301,"Ash Prime Chassis"
3303,"Ash Prime Systems"
3302,"Ash Prime Chassis"
3306,"Ash Neuroptics"
3304,"Ash Prime Systems"
3298,"Ash Prime"
3308,"Ash Chassis"
3307,"Ash Neuroptics"
3310,"Ash Systems"
3305,"Ash"
3309,"Ash Chassis"
3311,"Ash Systems"
3313,"Baruuk Neuroptics"
3315,"Hespazym Alloy"
3314,"Baruuk Neuroptics"
3317,"Hesperon"
3318,"Synathid Ecosynth Analyzer"
3316,"Hespazym Alloy"
3320,"Baruuk Chassis"
3321,"Baruuk Systems"
3319,"Baruuk Chassis"
3323,"Tromyzon Entroplasma"
3312,"Baruuk"
3322,"Baruuk Systems"
3325,"Oberon Neuroptics"
3327,"Oberon Chassis"
3329,"Oberon Systems"
3326,"Oberon Neuroptics"
3332,"Oberon Prime Neuroptics"
3328,"Oberon Chassis"
3324,"Oberon"
3330,"Oberon Systems"
3334,"Oberon Prime Chassis"
3333,"Oberon Prime Neuroptics"
3336,"Oberon Prime Systems"
3339,"Hydroid Prime Neuroptics"
3331,"Oberon Prime"
3335,"Oberon Prime Chassis"
3337,"Oberon Prime Systems"
3341,"Hydroid Prime Chassis"
3340,"Hydroid Prime Neuroptics"
3342,"Hydroid Prime Chassis"
3343,"Hydroid Prime Systems"
3344,"Hydroid Prime Systems"
3346,"Hydroid Neuroptics"
3348,"Hydroid Chassis"
3338,"Hydroid Prime"
3349,"Hydroid Chassis"
3347,"Hydroid Neuroptics"
3345,"Hydroid"
3350,"Hydroid Systems"
3353,"Harrow Neuroptics"
3351,"Hydroid Systems"
3355,"Harrow Chassis"
3354,"Harrow Neuroptics"
3357,"Harrow Systems"
3356,"Harrow Chassis"
3360,"Ivara Neuroptics"
3352,"Harrow"
3362,"Ivara Chassis"
3358,"Harrow Systems"
3361,"Ivara Neuroptics"
3364,"Ivara Systems"
3359,"Ivara"
3363,"Ivara Chassis"
3367,"Revenant Neuroptics"
3365,"Ivara Systems"
3369,"Intact Sentient Core"
3370,"Revenant Chassis"
3368,"Revenant Neuroptics"
3371,"Revenant Chassis"
3372,"Revenant Systems"
3375,"Rhino Neuroptics"
3373,"Revenant Systems"
3377,"Rhino Chassis"
3379,"Rhino Systems"
3376,"Rhino Neuroptics"
3366,"Revenant"
3378,"Rhino Chassis"
3382,"Rhino Prime Neuroptics"
3374,"Rhino"
3380,"Rhino Systems"
3386,"Rhino Prime Systems"
3384,"Rhino Prime Chassis"
3385,"Rhino Prime Chassis"
3387,"Rhino Prime Systems"
3383,"Rhino Prime Neuroptics"
3389,"Gauss Chassis"
3381,"Rhino Prime"
3390,"Gauss Chassis"
3391,"Radian Sentirum"
3393,"Sentirum"
3388,"Gauss"
3394,"Heart Nyth"
3396,"Nyth"
3392,"Radian Sentirum"
3395,"Heart Nyth"
3397,"Star Crimzian"
3399,"Crimzian"
3400,"Gauss Neuroptics"
